symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry
MLAB,Mesa Laboratories Inc,Industrials,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",444600292.49,3823.0,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",Other
MLAC,Mountain Lake Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,321392225.0,6770.0,BLANK CHECKS,Banks
MLCI,Mount Logan Capital Inc. Common Stock,Financials,INVESTMENT ADVICE,100248449.28,6282.0,INVESTMENT ADVICE,Asset Management & Custody
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,Industrials,,3488611847.53,,,Other
MLEC,Moolec Science SA Ordinary Shares,Industrials,,4461265.305600001,,,Other
MLGO,"MicroAlgo, Inc. Ordinary Shares",Information Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,74621466.48,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,Software
MLI,"Mueller Industries, Inc.",Materials,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,12253684589.78,3350.0,ROLLING DRAWING & EXTRUDING OF NONFERROUS METALS,Other
MLKN,"MillerKnoll, Inc. Common Stock",Consumer Discretionary,OFFICE FURNITURE,1090755202.08,2520.0,OFFICE FURNITURE,Other
MLM,Martin Marietta Materials,Materials,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),37541196517.5,1400.0,MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),Other
MLP,Maui Land & Pineapple Co.,Real Estate,REAL ESTATE,311326750.93,6500.0,REAL ESTATE,Other
MLSS,"Milestone Scientific, Inc. Common Stock",Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",23816697.7477,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,PHARMACEUTICAL PREPARATIONS,977694133.8,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MLYS,"Mineralys Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,3431508492.16,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MMA,Mixed Martial Arts Group Limited,Industrials,,17475220.060000002,,,Other
MMC,"Marsh & McLennan Companies, Inc.",Financials,"INSURANCE AGENTS, BROKERS & SERVICE",89506499084.09999,6411.0,"INSURANCE AGENTS, BROKERS & SERVICE",Other
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund,Industrials,,280377233.29,,,Other
MMI,MARCUS & MILLICHAP,Real Estate,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),1152498304.44,6531.0,REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),Other
MMLP,Martin Midstream Partners LP,Energy,WHOLESALE-PETROLEUM BULK STATIONS & TERMINALS,102296986.7598,5171.0,WHOLESALE-PETROLEUM BULK STATIONS & TERMINALS,Other
MMM,3M Company,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,90733238198.4,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
MMS,"MAXIMUS, Inc.",Industrials,"SERVICES-BUSINESS SERVICES, NEC",4695671133.54,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
MMSI,Merit Medical Systems Inc,Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,5182560577.679999,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
MMT,MFS Multimarket Income Trust Shares of Beneficial Interest,Industrials,,257698451.85,,,Other
MMYT,MakeMyTrip Limited,Industrials,,6689812779.97,,,Other
MNDO,Mind CTI Ltd,Industrials,,24439591.2,,,Other
MNDY,monday.com Ltd. Ordinary Shares,Industrials,,7473415446.14,,,Other
MNKD,Mannkind Corporation,Health Care,PHARMACEUTICAL PREPARATIONS,1652038111.78,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MNMD,Mind Medicine (MindMed) Inc. Common Shares,Materials,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,1176352235.3,2833.0,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,Other
MNOV,"Medicinova, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,71117056.7,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MNRO,"Monro, Inc. Common Stock",Consumer Discretionary,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",569472950.1999999,7500.0,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",Other
MNSB,"MainStreet Bancshares, Inc. Common Stock",Financials,STATE COMMERCIAL BANKS,146033203.08,6022.0,STATE COMMERCIAL BANKS,Banks
MNSBP,"MainStreet Bancshares, Inc. Depositary Shares",Financials,STATE COMMERCIAL BANKS,,6022.0,STATE COMMERCIAL BANKS,Banks
MNSO,"MINISO Group Holding Limited American Depositary Shares, each representing four Ordinary Shares",Industrials,,5945984663.759999,,,Other
MNST,Monster Beverage Corporation,Utilities,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,73315672048.64,2086.0,BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,Other
MNTK,"Montauk Renewables, Inc. Common Stock",Energy,GAS & OTHER SERVICES COMBINED,226188021.03,4932.0,GAS & OTHER SERVICES COMBINED,Other
MNTN,"MNTN, Inc.",Communication Services,SERVICES-ADVERTISING,980459679.03,7310.0,SERVICES-ADVERTISING,Other
MNTS,Momentus Inc. Class A Common Stock,Industrials,GUIDED MISSILES & SPACE VEHICLES & PARTS,16307591.4486,3760.0,GUIDED MISSILES & SPACE VEHICLES & PARTS,Other
MNY,MoneyHero Limited Class A Ordinary Shares,Industrials,,57096006.0,,,Other
MO,"Altria Group, Inc.",Consumer Staples,CIGARETTES,98521233386.88,2111.0,CIGARETTES,Other
MOB,Mobilicom Limited American Depositary Shares,Industrials,,75088207.6,,,Other
MOBX,"Mobix Labs, Inc. Class A Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,29234225.55,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
MOD,Modine Manufacturing Co,Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,8369542854.96,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other
MODD,"Modular Medical, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,24981903.24,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other
MODG,Topgolf Callaway Brands Corp.,Industrials,"SPORTING & ATHLETIC GOODS, NEC",2338999862.6400003,3949.0,"SPORTING & ATHLETIC GOODS, NEC",Other
MOFG,MidWestOne Financial Group,Financials,STATE COMMERCIAL BANKS,825929382.8000001,6022.0,STATE COMMERCIAL BANKS,Banks
MOGO,Mogo Inc. Common Shares,Industrials,,30197861.88,,,Other
MOH,"Molina Healthcare, Inc.",Health Care,HOSPITAL & MEDICAL SERVICE PLANS,7624162000.000001,6324.0,HOSPITAL & MEDICAL SERVICE PLANS,Health Care Providers & Services
MOLN,Molecular Partners AG American Depositary Shares,Industrials,,153336523.2,,,Other
MOMO,Hello Group Inc. American Depositary Shares,Industrials,,1108113872.75,,,Other
MORN,"Morningstar, Inc.",Financials,INVESTMENT ADVICE,8790132196.56,6282.0,INVESTMENT ADVICE,Asset Management & Custody
MOS,The Mosaic Company,Materials,AGRICULTURAL CHEMICALS,7700315096.02,2870.0,AGRICULTURAL CHEMICALS,Other
MOV,"Movado Group, Inc.",Industrials,"WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS",471538420.2,3873.0,"WATCHES, CLOCKS, CLOCKWORK OPERATED DEVICES/PARTS",Other
MOVE,Movano Inc. Common Stock,Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,8882878.48,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other
MP,MP Materials Corp.,Materials,METAL MINING,10660413552.45,1000.0,METAL MINING,Other
MPA,BLACKROCK MUNIYIELD PENNSYLVANIA QUALITY FUND,Industrials,,145942330.1,,,Other
MPAA,"Motorcar Parts of America, Inc.",Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,256601156.8,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other
MPB,"Mid Penn Bancorp, Inc.",Financials,STATE COMMERCIAL BANKS,677164812.48,6022.0,STATE COMMERCIAL BANKS,Banks
MPC,MARATHON PETROLEUM CORPORATION,Energy,PETROLEUM REFINING,57637519323.46,2911.0,PETROLEUM REFINING,Other
MPLT,"MapLight Therapeutics, Inc. Common Stock",Industrials,,566902071.78,,,Other
MPLX,MPLX LP,Energy,PIPE LINES (NO NATURAL GAS),54555374753.28,4610.0,PIPE LINES (NO NATURAL GAS),Other
MPTI,"M-tron Industries, Inc.",Information Technology,"ELECTRONIC COMPONENTS, NEC",150152147.5,3679.0,"ELECTRONIC COMPONENTS, NEC",Other
MPV,Barings Participation Investors,Industrials,,217018886.48,,,Other
MPX,Marine Products Corp.,Industrials,SHIP & BOAT BUILDING & REPAIRING,294341875.94,3730.0,SHIP & BOAT BUILDING & REPAIRING,Other
MQ,"Marqeta, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,2081669438.31,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MQT,"Blackrock Muni Yield Quality Fund II, Inc.",Industrials,,220439384.4,,,Other
MQY,"Blackrock Muni Yield Quality Fund, Inc",Industrials,,816748225.29,,,Other
MRAM,"Everspin Technologies, Inc",Information Technology,SEMICONDUCTORS & RELATED DEVICES,179652200.04000002,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
MRBK,Meridian Corporation,Financials,NATIONAL COMMERCIAL BANKS,184394470.56000003,6021.0,NATIONAL COMMERCIAL BANKS,Banks
MRCC,Monroe Capital Corporation,Industrials,,137581259.0,,,Other
MRCY,Mercury Systems Inc.,Information Technology,ELECTRONIC COMPONENTS & ACCESSORIES,4184171468.32,3670.0,ELECTRONIC COMPONENTS & ACCESSORIES,Other
MREO,Mereo BioPharma Group plc American Depositary Shares,Health Care,PHARMACEUTICAL PREPARATIONS,292802329.84000003,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MRK,"Merck & Co., Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,259694017941.68,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Industrials,,15764392.245,,,Other
MRNA,"Moderna, Inc. Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",9772248236.36,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology
MRNO,Murano Global Investments PLC Ordinary Shares,Industrials,,153872384.28,,,Other
MRP,"Millrose Properties, Inc.",Real Estate,REAL ESTATE,5088007183.05,6500.0,REAL ESTATE,Other
MRSN,"Mersana Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,137665575.0,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MRT,"Marti Technologies, Inc.",Consumer Discretionary,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),190474509.5,7510.0,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),Other
MRTN,Marten Transport Ltd,Industrials,TRUCKING (NO LOCAL),836399550.24,4213.0,TRUCKING (NO LOCAL),Other
MRUS,Merus N.V. Common Shares,Health Care,PHARMACEUTICAL PREPARATIONS,7288155045.75,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MRVI,"Maravai LifeSciences Holdings, Inc. Class A Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,527882813.6400001,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MRVL,"Marvell Technology, Inc. Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,75623412000.0,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
MRX,Marex Group plc Ordinary Shares,Industrials,,2493723287.16,,,Other
MS,Morgan Stanley,Industrials,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",266908605689.34,6211.0,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",Other
MSA,Mine Safety Incorporated,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",6301915738.56,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other
MSAI,"MultiSensor AI Holdings, Inc. Common Stock",Industrials,OPTICAL INSTRUMENTS & LENSES,33629498.9083,3827.0,OPTICAL INSTRUMENTS & LENSES,Other
MSB,Mesabi Trust,Industrials,MINERAL ROYALTY TRADERS,419184319.5,6795.0,MINERAL ROYALTY TRADERS,Other
MSBI,"Midland States Bancorp, Inc. Common Stock",Financials,STATE COMMERCIAL BANKS,348060294.15,6022.0,STATE COMMERCIAL BANKS,Banks
MSBIP,"Midland States Bancorp, Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series A",Financials,STATE COMMERCIAL BANKS,,6022.0,STATE COMMERCIAL BANKS,Banks
MSC,"Studio City International Holdings Limited American depositary shares, each representing four Class A ordinary shares",Industrials,,631689214.0,,,Other
MSCI,"MSCI, Inc.",Industrials,"SERVICES-BUSINESS SERVICES, NEC",42284024176.86,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",Industrials,,148830924.48000002,,,Other
MSDL,Morgan Stanley Direct Lending Fund,Industrials,,1484471605.5000002,,,Other
MSEX,Middlesex Water Co,Utilities,WATER SUPPLY,938346198.23,4941.0,WATER SUPPLY,Other
MSFT,Microsoft Corp,Information Technology,SERVICES-PREPACKAGED SOFTWARE,3608419351502.5,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MSGE,Madison Square Garden Entertainment Corp.,Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,2312464374.7200003,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other
MSGM,Motorsport Games Inc. Class A Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,14372013.5,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MSGS,Madison Square Garden Sports Corp.,Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,5433095288.74,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other
MSGY,Masonglory Limited Ordinary Shares,Industrials,,39047625.0,,,Other
MSI,"Motorola Solutions, Inc. New",Information Technology,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,61542071761.0,3663.0,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,Other
MSIF,"MSC Income Fund, Inc.",Industrials,,645960655.71,,,Other
MSM,"MSC Industrial Direct Co., Inc. Class A",Industrials,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,4984292179.68,5084.0,WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,Other
MSN,Emerson Radio Corp.,Industrials,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,8922084.447999999,3651.0,HOUSEHOLD AUDIO & VIDEO EQUIPMENT,Other
MSPRZ,"MSP Recovery, Inc. Warrant",Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other
MSS,Maison Solutions Inc. Class A Common Stock,Consumer Discretionary,RETAIL-GROCERY STORES,10203844.884,5411.0,RETAIL-GROCERY STORES,Other
MT,ArcelorMittal,Industrials,,32819890000.0,,,Other
MTA,Metalla Royalty & Streaming Ltd.,Industrials,,671995662.36,,,Other
MTB,M&T Bank Corp.,Financials,STATE COMMERCIAL BANKS,29238134177.44,6022.0,STATE COMMERCIAL BANKS,Banks
MTC,"MMTec, Inc. Common Shares",Industrials,,61959685.44,,,Other
MTCH,"Match Group, Inc",Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7842251678.58,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software
MTD,Mettler-Toledo International,Industrials,LABORATORY ANALYTICAL INSTRUMENTS,30367904914.75,3826.0,LABORATORY ANALYTICAL INSTRUMENTS,Other
MTEK,Maris-Tech Ltd. Ordinary Shares,Industrials,,11664893.995,,,Other
MTEN,Mingteng International Corporation Inc. Class A Ordinary Shares,Industrials,,31843112.994,,,Other
MTEX,Mannatech Inc.,Materials,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,18439021.0,2833.0,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,Other
MTG,MGIC Investment Corp.,Financials,SURETY INSURANCE,6349769040.78,6351.0,SURETY INSURANCE,Other
MTH,Meritage Homes Corporation,Industrials,OPERATIVE BUILDERS,5204463781.440001,1531.0,OPERATIVE BUILDERS,Other
MTLS,Materialise NV,Industrials,,355584459.72,,,Other
MTN,"Vail Resorts, Inc.",Consumer Discretionary,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,5004327021.52,7990.0,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,Other
MTNB,"Matinas BioPharma Holdings, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,4676519.43,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MTRN,Materion Corporation,Materials,METAL FORGINGS & STAMPINGS,2504307785.3900003,3460.0,METAL FORGINGS & STAMPINGS,Other
MTRX,Matrix Service Co,Industrials,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,326807003.73999995,1700.0,CONSTRUCTION - SPECIAL TRADE CONTRACTORS,Other
MTSI,"MACOM Technology Solutions Holdings, Inc",Information Technology,SEMICONDUCTORS & RELATED DEVICES,12593236282.68,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
MTUS,Metallus Inc.,Materials,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",705530570.36,3312.0,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",Other
MTVA,MetaVia Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,18165933.9576,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MTX,Minerals Technologies Inc,Materials,INDUSTRIAL INORGANIC CHEMICALS,1844396405.92,2810.0,INDUSTRIAL INORGANIC CHEMICALS,Other
MTZ,"MasTec, Inc.",Energy,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",16606278737.1,1623.0,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",Other
MUA,"Blackrock Muni Assets Fund, Inc.",Industrials,,408639322.98,,,Other
MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC",Industrials,,1008709815.33,,,Other
MUE,"BLACKROCK MUNIHOLDINGS QUALITY FUND II, INC",Industrials,,218523137.96,,,Other
MUFG,"Mitsubishi UFJ Financial Group, Inc.",Industrials,,179949427588.80002,,,Other
MUJ,"BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC.",Industrials,,631838964.24,,,Other
MURA,Mural Oncology plc Ordinary Shares,Health Care,PHARMACEUTICAL PREPARATIONS,35035861.72,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
MUSA,MURPHY USA INC.,Consumer Discretionary,RETAIL-AUTO DEALERS & GASOLINE STATIONS,7211638028.18,5500.0,RETAIL-AUTO DEALERS & GASOLINE STATIONS,Other
MUX,McEwen Inc.,Materials,GOLD AND SILVER ORES,973020962.02,1040.0,GOLD AND SILVER ORES,Other
MVBF,MVB Financial Corp. Common Stock,Financials,STATE COMMERCIAL BANKS,339777018.0,6022.0,STATE COMMERCIAL BANKS,Banks
MVF,"BlackRock MuniVest Fund, Inc",Industrials,,395616323.1,,,Other
MVIS,Microvision Inc,Information Technology,"ELECTRONIC COMPONENTS, NEC",287439909.58280003,3679.0,"ELECTRONIC COMPONENTS, NEC",Other
MVO,MV Oil Trust,Energy,CRUDE PETROLEUM & NATURAL GAS,12420000.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
MVST,"Microvast Holdings, Inc. Common Stock",Industrials,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",1135512605.64,3690.0,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",Other
MVT,Blackrock Munivest Fund II,Industrials,,222382769.18,,,Other
MWG,Multi Ways Holdings Limited,Industrials,,13397130.0,,,Other
MWYN,"Marwynn Holdings, Inc. Common stock",Industrials,"WHOLESALE-GROCERIES, GENERAL LINE",16155843.2,5141.0,"WHOLESALE-GROCERIES, GENERAL LINE",Other
MX,Magnachip Semiconductor Corp.,Information Technology,SEMICONDUCTORS & RELATED DEVICES,95351830.95,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
MXC,Mexco Energy Corporation,Energy,CRUDE PETROLEUM & NATURAL GAS,18270780.0,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other
MXCT,"MaxCyte, Inc. Common Stock",Health Care,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,186679519.25,8731.0,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,Biotechnology
MXE,"The Mexico Equity and Income Fund, Inc.",Industrials,,52142476.65,,,Other
MXF,MEXICO FUND,Industrials,,276721047.35,,,Other
MXL,"MaxLinear, Inc. Common Stock",Information Technology,SEMICONDUCTORS & RELATED DEVICES,1349036556.96,3674.0,SEMICONDUCTORS & RELATED DEVICES,Semiconductors
MYD,"Blackrock Muniyield Fund, Inc.",Industrials,,474713844.18,,,Other
MYE,"Myers Industries, Inc.",Materials,"PLASTICS PRODUCTS, NEC",674838786.6,3089.0,"PLASTICS PRODUCTS, NEC",Other
MYGN,Myriad Genetics Inc,Health Care,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,708424287.1999999,2835.0,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,Other
MYI,"BLACKROCK MUNIYIELD QUALITY FUND III, INC.",Industrials,,726487053.43,,,Other
MYN,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.",Industrials,,385814004.56,,,Other
MYND,"Mynd.ai, Inc. American Depositary Shares, each representing ten (10) Class A Ordinary Shares",Industrials,,27843258.46,,,Other
MYNZ,Mainz Biomed N.V. Ordinary Shares,Industrials,,6062395.36,,,Other
MYO,Myomo Inc.,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",33185231.4216,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other
MYPS,"PLAYSTUDIOS, Inc. Class A Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,82181954.6422,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MYRG,"MYR Group, Inc.",Energy,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",3440636156.1,1623.0,"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",Other
MYSE,"Myseum, Inc. Common Stock",Industrials,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS,8869804.32,4822.0,TELEGRAPH & OTHER MESSAGE COMMUNICATIONS,Other
MYSZ,"My Size, Inc",Information Technology,SERVICES-PREPACKAGED SOFTWARE,3480631.7097,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
MZTI,The Marzetti Company Common Stock,Consumer Staples,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",4593735180.0,2030.0,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",Other
N,,Industrials,,,,,Other
NAAS,NaaS Technology Inc. American Depositary Shares,Industrials,,38272041.638,,,Other
NABL,"N-able, Inc.",Information Technology,SERVICES-PREPACKAGED SOFTWARE,1349026325.72,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software
NAC,Nuveen California Quality Municipal Income Fund,Industrials,,1737816387.06,,,Other
NAD,Nuveen Quality Municipal Income Fund,Industrials,,2791519673.8,,,Other
NAGE,"Niagen Bioscience, Inc. Common Stock",Materials,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,549864297.7099999,2833.0,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,Other
NAII,Natural Alternatives International Inc.,Materials,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,21989329.68,2833.0,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,Other
NAK,"Northern Dynasty Minerals, Ltd.",Industrials,,994560591.6,,,Other
NAKA,"Kindly MD, Inc. Common Stock",Financials,FINANCE SERVICES,219133712.8998,6199.0,FINANCE SERVICES,Other
NAMI,Jinxin Technology Holding Company American Depositary Shares,Industrials,,43467858.1304,,,Other
NAMM,Namib Minerals Ordinary Shares,Industrials,,81052917.79,,,Other
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,Health Care,PHARMACEUTICAL PREPARATIONS,4700048825.8,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals
NAN,Nuveen New York Quality Municipal Income Fund,Industrials,,358397253.68,,,Other
NAOV,"NanoVibronix, Inc. Common Stock",Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",4570339.2,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other
