symbol,Name,Sector,Industry,MarketCap,SicCode,SicDescription,SubIndustry,market_cap_cache
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,Health Care,PHARMACEUTICAL PREPARATIONS,31606776.2573,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,28695572.0884
CYN,Cyngn Inc. Common Stock,Information Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,28867255.6,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,Software,28628024.2
NIXX,"Nixxy, Inc. Common Stock",Information Technology,SERVICES-COMPUTER PROGRAMMING SERVICES,27114376.750000004,7371.0,SERVICES-COMPUTER PROGRAMMING SERVICES,Software,28606911.249999996
NOTV,"Inotiv, Inc. Common Stock",Health Care,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,29909681.5206,8731.0,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,Biotechnology,28524818.33
PRTS,"CarParts.com, Inc. Common Stock",Consumer Discretionary,RETAIL-AUTO & HOME SUPPLY STORES,34039034.4584,5531.0,RETAIL-AUTO & HOME SUPPLY STORES,Other,28492127.74
KMRK,K-Tech Solutions Company Limited Class A Ordinary Shares,Industrials,,22366000.0,,,Other,28485000.000000004
WPRT,Westport Fuel Systems Inc Common Shares,Industrials,,30731686.95,,,Other,28474557.4
PSHG,Performance Shipping Inc. Common Shares,Industrials,,25858888.64,,,Other,28469641.82
BOSC,B.O.S. Better On-Line Solutions Ltd.,Industrials,,29136060.0,,,Other,28393740.0
MODD,"Modular Medical, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,24981903.24,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,28117361.055
AMOD,"Alpha Modus Holdings, Inc. Class A Common Stock",Industrials,PATENT OWNERS & LESSORS,31499340.4706,6794.0,PATENT OWNERS & LESSORS,Other,28108975.864200003
MOGO,Mogo Inc. Common Shares,Industrials,,30197861.88,,,Other,28057855.919999998
NRXS,"Neuraxis, Inc.",Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,28443008.04,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other,28016895.56
SAGT,SAGTEC GLOBAL LIMITED Class A Ordinary shares,Industrials,,30090000.0,,,Other,27922500.0
TOPS,TOP Ships Inc.,Industrials,,27063252.45,,,Other,27757182.0
BRLT,"Brilliant Earth Group, Inc. Class A Common Stock",Consumer Discretionary,"JEWELRY, SILVERWARE & PLATED WARE",28216596.18,3910.0,"JEWELRY, SILVERWARE & PLATED WARE",Other,27609787.66
BEAT,"Heartbeam, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,20793578.9831,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,27516962.4807
GREE,Greenidge Generation Holdings Inc. Class A Common,Financials,FINANCE SERVICES,24804425.290000003,6199.0,FINANCE SERVICES,Other,27490254.78
KTCC,KEY Tronic Corp,Industrials,PRINTED CIRCUIT BOARDS,29537211.680000003,3672.0,PRINTED CIRCUIT BOARDS,Other,27365357.88
MLSS,"Milestone Scientific, Inc. Common Stock",Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",23816697.7477,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other,27347135.9414
SCYX,"SCYNEXIS, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,28460702.3356,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,27323449.2638
AERT,"Aeries Technology, Inc. Class A Ordinary Share",Industrials,SERVICES-MANAGEMENT CONSULTING SERVICES,27719651.794,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,Other,27319050.552
PFAI,Pinnacle Food Group Limited Class A Common Shares,Industrials,,27495000.0,,,Other,27261000.0
LIXT,"Lixte Biotechnology Holdings, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,26398973.4,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,27214143.599999998
TBHC,"The Brand House Collective, Inc. Common Stock",Consumer Discretionary,"RETAIL-RETAIL STORES, NEC",27178273.43,5990.0,"RETAIL-RETAIL STORES, NEC",Other,27178273.43
DAIO,Data I/O Corp,Utilities,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,26297272.4,3825.0,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,Other,27142541.87
NERV,"Minerva Neurosciences, Inc",Health Care,PHARMACEUTICAL PREPARATIONS,26435074.68,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,27064481.220000003
UG,"United-Guardian, Inc.",Energy,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",26095731.92,2844.0,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",Other,27060538.91
IGC,"IGC Pharma, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,29662116.1754,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,27006084.4828
RDI,"Reading International, Inc Class A Common Stock",Communication Services,SERVICES-MOTION PICTURE THEATERS,29532438.0,7830.0,SERVICES-MOTION PICTURE THEATERS,Other,26806366.799999997
APUS,"Apimeds Pharmaceuticals US, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,27541402.77,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,26786843.79
CLPS,CLPS Incorporation Common Stock,Industrials,,28107562.14,,,Other,26739363.348
MTVA,MetaVia Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,18165933.9576,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,26600716.8
CING,Cingulate Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,24798446.9,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,26487714.4
NOM,Nuveen Missouri Quality Municipal Income Fund,Industrials,,26069839.68,,,Other,26445960.0
SLAI,SOLAI Limited American Depositary Shares (each representing one hundred (100) Class A Ordinary Shares),Industrials,,27270662.56,,,Other,26336735.759999998
DARE,"Dare Bioscience, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,25863504.49,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,26292181.36
CLGN,CollPlant Biotechnologies Ltd Ordinary Shares,Industrials,,28356711.22,,,Other,26063825.400000002
LEE,"Lee Enterprises, Inc.",Communication Services,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,24734208.75,2711.0,NEWSPAPERS: PUBLISHING OR PUBLISHING & PRINTING,Other,25798719.0
NNVC,NanoViricides Inc.,Health Care,PHARMACEUTICAL PREPARATIONS,22676220.0,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,25735710.0
LESL,"Leslie's, Inc. Common Stock",Consumer Discretionary,"RETAIL-RETAIL STORES, NEC",27590676.3,5990.0,"RETAIL-RETAIL STORES, NEC",Other,25641258.36
BOLD,"Boundless Bio, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,24848028.21,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,25519596.54
MYND,"Mynd.ai, Inc. American Depositary Shares, each representing ten (10) Class A Ordinary Shares",Industrials,,27843258.46,,,Other,25487992.6624
SCNX,"Scienture Holdings, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,24049379.3985,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,25406448.6195
LSF,"Laird Superfood, Inc.",Consumer Staples,FOOD AND KINDRED PRODUCTS,27784972.8,2000.0,FOOD AND KINDRED PRODUCTS,Other,25327071.36
KTTA,Pasithea Therapeutics Corp. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,7890191.62,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,25310779.599999998
ATMV,AlphaVest Acquisition Corp Ordinary Shares,Consumer Discretionary,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",24253730.91,5700.0,"RETAIL-HOME FURNITURE, FURNISHINGS & EQUIPMENT STORES",Other,25268007.1203
MNDO,Mind CTI Ltd,Industrials,,24439591.2,,,Other,25050580.98
PRZO,ParaZero Technologies Ltd. Ordinary Shares,Industrials,,26644356.02,,,Other,24955629.23
XOS,"Xos, Inc. Common Stock",Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,26068641.6,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other,24935222.400000002
SWVL,Swvl Holdings Corp Class A Common Shares,Industrials,,26804085.36,,,Other,24910860.0
LGPS,LogProstyle Inc.,Industrials,,25991297.200000003,,,Other,24809874.6
FENG,Phoenix New Media Limited American Depositary Shares (each representing forty-eight (48) Class A Ordinary Shares),Industrials,,25143289.38,,,Other,24782380.92
IPM,Intelligent Protection Management Corp. Common Stock,Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",23816026.78,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software,24732027.81
VEEA,Veea Inc. Common Stock,Information Technology,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,23926641.021,7373.0,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,Other,24704131.4525
UFG,Uni-Fuels Holdings Limited Class A Ordinary Shares,Industrials,,29821800.0,,,Other,24635400.0
ZYXI,ZYNEX INC,Health Care,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,48317929.650000006,3845.0,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,Other,24611755.4865
ASPC,A SPAC III Acquisition Corp. Class A Ordinary Shares,Industrials,BLANK CHECKS,24895237.65,6770.0,BLANK CHECKS,Banks,24591352.119999997
MSAI,"MultiSensor AI Holdings, Inc. Common Stock",Industrials,OPTICAL INSTRUMENTS & LENSES,33629498.9083,3827.0,OPTICAL INSTRUMENTS & LENSES,Other,24557588.0327
RVP,"Retractable Technologies, Inc",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,24608344.698,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,24548470.38
AUST,Austin Gold Corp.,Industrials,,23825821.74,,,Other,24510471.79
NEUP,Neuphoria Therapeutics Inc. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,23445154.44,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,24413073.66
ELOG,Eastern International Ltd. Ordinary Shares,Industrials,,25234498.3,,,Other,24274340.0
EQS,"Equus Total Return, Inc.",Industrials,,26369122.048,,,Other,24260150.952
LEXX,Lexaria Bioscience Corp. Common Stock,Health Care,PHARMACEUTICAL PREPARATIONS,24892947.520000003,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,24226172.14
COCH,"Envoy Medical, Inc. Class A Common Stock",Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",22991786.3357,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other,23990678.2674
BTOG,Bit Origin Limited Class A Ordinary Shares,Industrials,,23506551.023,,,Other,23944505.775900003
SPPL,SIMPPLE LTD. Ordinary Shares,Industrials,,18761604.4,,,Other,23878405.6
BTTC,Black Titan Corporation Ordinary Shares,Industrials,,24174930.6,,,Other,23788749.6
WKSP,"Worksport, Ltd. Common Stock",Consumer Discretionary,MOTOR VEHICLE PARTS & ACCESSORIES,20058165.27,3714.0,MOTOR VEHICLE PARTS & ACCESSORIES,Other,23772640.32
YYAI,AiRWA Inc. Common Stock,Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",20499829.92,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software,23726655.0
NTCL,NETCLASS TECHNOLOGY INC Class A Ordinary Shares,Industrials,,24572143.782,,,Other,23685417.387
ITRM,Iterum Therapeutics plc Ordinary Share,Health Care,PHARMACEUTICAL PREPARATIONS,24762700.218900003,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,23659437.7278
HHS,"Harte-Hanks, Inc. Common Stock",Communication Services,SERVICES-DIRECT MAIL ADVERTISING SERVICES,24691264.02,7331.0,SERVICES-DIRECT MAIL ADVERTISING SERVICES,Other,23653192.86
BCTX,Briacell Therapeutics Corp. Common Shares,Health Care,PHARMACEUTICAL PREPARATIONS,19385392.74,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,23643020.3
FTFT,Future FinTech Group Inc.,Industrials,"SERVICES-BUSINESS SERVICES, NEC",24790587.8611,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,23579373.869999997
LGCB,Linkage Global Inc Class A Ordinary Shares,Industrials,,22554354.44,,,Other,23441296.2
LIMN,"Liminatus Pharma, Inc. Class A Common Stock",Health Care,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",26417788.2713,2836.0,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",Biotechnology,23383842.912
CREG,Smart Powerr Corp. Common Stock,Industrials,"SERVICES-BUSINESS SERVICES, NEC",26448395.333,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,23306217.76
UTSI,UTStarcom Holdings Corp Ordinary Shares (Cayman Islands),Information Technology,"COMMUNICATIONS EQUIPMENT, NEC",23580934.950000003,3669.0,"COMMUNICATIONS EQUIPMENT, NEC",Other,23301562.427500002
SJ,Scienjoy Holding Corporation Class A Ordinary Shares,Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,28819318.6776,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,23285772.400000002
EDHL,Everbright Digital Holding Limited Ordinary Shares,Industrials,,22058484.0,,,Other,23154210.0
COOT,Australian Oilseeds Holdings Limited Ordinary Shares,Energy,FATS & OILS,23166945.9552,2070.0,FATS & OILS,Other,23102779.3178
TAOP,Taoping Inc. BVI Ordinary Shares (0 par),Industrials,,3118261.8,,,Other,22819556.89
TSE,Trinseo PLC,Materials,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",35630053.7511,2821.0,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",Other,22740749.5302
CVV,CVD Equipment Corp.,Industrials,"SPECIAL INDUSTRY MACHINERY, NEC",22962588.78,3559.0,"SPECIAL INDUSTRY MACHINERY, NEC",Other,22685095.26
WETH,Wetouch Technology Inc. Common Stock,Information Technology,"COMPUTER PERIPHERAL EQUIPMENT, NEC",24578960.04,3577.0,"COMPUTER PERIPHERAL EQUIPMENT, NEC",Other,22669914.599999998
APVO,Aptevo Therapeutics Inc,Health Care,PHARMACEUTICAL PREPARATIONS,21568632.32,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,22579661.96
SELX,Semilux International Ltd. Ordinary Shares,Industrials,,20585594.700000003,,,Other,22558068.9558
IVF,"INVO Fertility, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3826448.3178,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,22544120.18
REE,REE Automotive Ltd. Class A Ordinary Shares,Industrials,,23131753.200000003,,,Other,22394964.024
CSAI,"Cloudastructure, Inc. Class A Common Stock",Information Technology,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",22125978.56,7370.0,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",Software,22321783.68
RVSN,Rail Vision Ltd. Ordinary Share,Industrials,,22099502.1195,,,Other,22171079.454299998
AIFF,"Firefly Neuroscience, Inc. Common Stock",Information Technology,SERVICES-PREPACKAGED SOFTWARE,22650618.48,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,22128401.919999998
JL,J-Long Group Limited Class A Ordinary Shares,Industrials,,20679575.0774,,,Other,22118801.88
CTRM,Castor Maritime Inc. Common Stock,Industrials,,19034837.38,,,Other,21836920.04
IDAI,T Stamp Inc. Class A Common Stock,Information Technology,SERVICES-PREPACKAGED SOFTWARE,20922889.68,7372.0,SERVICES-PREPACKAGED SOFTWARE,Software,21814341.12
HUBC,Hub Cyber Security Ltd. Ordinary Shares,Industrials,,27929464.200000003,,,Other,21797677.287
GDTC,CytoMed Therapeutics Limited Ordinary Shares,Industrials,,22302266.3984,,,Other,21707367.2
TLF,"Tandy Leather Factory, Inc. Common Stock",Industrials,LEATHER & LEATHER PRODUCTS,21701580.38,3100.0,LEATHER & LEATHER PRODUCTS,Other,21540230.34
MTEN,Mingteng International Corporation Inc. Class A Ordinary Shares,Industrials,,31843112.994,,,Other,21446168.59
SGBX,Safe & Green Holdings Corp. Common Stock,Materials,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,22185364.5,5030.0,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,Other,21445852.35
RYDE,Ryde Group Ltd.,Industrials,,21092149.52,,,Other,21324882.742399998
STAI,ScanTech AI Systems Inc. Common stock,Utilities,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,28039125.8114,3825.0,INSTRUMENTS FOR MEAS & TESTING OF ELECTRICITY & ELEC SIGNALS,Other,21258824.726
CISO,"CISO Global, Inc. Common Stock",Industrials,SERVICES-MANAGEMENT CONSULTING SERVICES,23128734.7093,8742.0,SERVICES-MANAGEMENT CONSULTING SERVICES,Other,21190695.6173
EBON,Ebang International Holdings Inc. Class A Ordinary Shares,Industrials,,21354094.4,,,Other,21165675.92
BGI,Birks Group Inc,Industrials,,22141996.31,,,Other,21162261.96
EHLD,Euroholdings Ltd. Common Stock,Industrials,,20026132.65,,,Other,21124612.5
CODX,"Co-Diagnostics, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,22731200.8606,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,21123636.6958
OMH,Ohmyhome Limited Class A Ordinary Shares,Industrials,,18305336.2044,,,Other,21044568.057800002
TOPP,Toppoint Holdings Inc.,Industrials,TRUCKING & COURIER SERVICES (NO AIR),22698000.0,4210.0,TRUCKING & COURIER SERVICES (NO AIR),Other,20952000.0
TRSG,Tungray Technologies Inc Class A Ordinary Shares,Industrials,,21750135.05,,,Other,20930825.451500002
GYRO,"Gyrodyne, LLC Common Stock",Industrials,OPERATORS OF NONRESIDENTIAL BUILDINGS,21047377.56,6512.0,OPERATORS OF NONRESIDENTIAL BUILDINGS,Other,20893426.0
AQMS,"Aqua Metals, Inc. Common Stock",Energy,SECONDARY SMELTING & REFINING OF NONFERROUS METALS,22672191.43,3341.0,SECONDARY SMELTING & REFINING OF NONFERROUS METALS,Other,20868561.0
MWYN,"Marwynn Holdings, Inc. Common stock",Industrials,"WHOLESALE-GROCERIES, GENERAL LINE",16155843.2,5141.0,"WHOLESALE-GROCERIES, GENERAL LINE",Other,20800648.12
SGRP,SPAR Group Inc,Industrials,"SERVICES-BUSINESS SERVICES, NEC",21075992.08,7389.0,"SERVICES-BUSINESS SERVICES, NEC",Other,20702372.220399998
CVKD,"Cadrenal Therapeutics, Inc. Common Stock",Health Care,PHARMACEUTICAL PREPARATIONS,19471426.1,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,20613140.849999998
JOB,GEE Group Inc.,Industrials,SERVICES-EMPLOYMENT AGENCIES,19913210.408,7361.0,SERVICES-EMPLOYMENT AGENCIES,Other,20558748.5476
PN,Skycorp Solar Group Limited Ordinary Shares,Industrials,,21600000.0,,,Other,20520000.0
TRIB,Trinity Biotech plc,Industrials,,18257515.4181,,,Other,20495220.900000002
WETO,Webus International Limited Ordinary Shares,Industrials,,18926600.0,,,Other,20460000.0
NYC,American Strategic Investment Co.,Financials,REAL ESTATE INVESTMENT TRUSTS,20047072.5,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,20421284.52
NSYS,Nortech Systems Inc,Information Technology,"ELECTRONIC COMPONENTS, NEC",18973572.54,3679.0,"ELECTRONIC COMPONENTS, NEC",Other,20199471.5
RMSG,Real Messenger Corporation Ordinary Shares,Industrials,,19812551.67,,,Other,20099690.1
CAPT,Captivision Inc. Ordinary Shares,Industrials,,26186935.208,,,Other,20069097.44
DLPN,"Dolphin Entertainment, Inc.",Industrials,SERVICES-PERSONAL SERVICES,19759547.86,7200.0,SERVICES-PERSONAL SERVICES,Other,19941384.19
CKX,"CKX Lands, Inc.",Energy,CRUDE PETROLEUM & NATURAL GAS,19361006.47,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other,19915351.299999997
SAIH,SAIHEAT Limited Class A Ordinary Shares,Information Technology,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,13862178.66,7374.0,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,Other,19908994.648862
PLAG,Planet Green Holdings Corp.,Consumer Staples,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",23456785.0,2030.0,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",Other,19797526.54
NAII,Natural Alternatives International Inc.,Materials,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,21989329.68,2833.0,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,Other,19765689.6
BATL,Battalion Oil Corporation,Energy,CRUDE PETROLEUM & NATURAL GAS,18431350.56,1311.0,CRUDE PETROLEUM & NATURAL GAS,Other,19747875.599999998
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,Industrials,,21713936.2494,,,Other,19705192.845000003
AHT,"Ashford Hospitality Trust, Inc.",Financials,REAL ESTATE INVESTMENT TRUSTS,23145630.52,6798.0,REAL ESTATE INVESTMENT TRUSTS,Asset Management & Custody,19683403.24
GTEC,Greenland Technologies Holding Corporation Ordinary Shares,Industrials,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,18089995.04,3560.0,GENERAL INDUSTRIAL MACHINERY & EQUIPMENT,Other,19481533.12
VVOS,"Vivos Therapeutics, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,20133357.44,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,19414308.96
NWGL,Nature Wood Group Limited American Depositary Shares,Industrials,,17877418.200000003,,,Other,19367203.049999997
LIQT,"LiqTech International, Inc.",Industrials,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,18580233.52,3590.0,MISC INDUSTRIAL & COMMERCIAL MACHINERY & EQUIPMENT,Other,19254128.0
JVA,"Coffee Holding Co., Inc.",Consumer Staples,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,20950558.33,2090.0,MISCELLANEOUS FOOD PREPARATIONS & KINDRED PRODUCTS,Other,19237978.63
TXMD,"TherapeuticsMD, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,19097697.3,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,19213440.919999998
CASI,"CASI Pharmaceuticals, Inc. Ordinary Shares",Industrials,,20753755.73,,,Other,19109893.89
ZCMD,Zhongchao Inc. Class A Ordinary Shares,Industrials,,16403770.2283,,,Other,19067384.766103998
INTJ,Intelligent Group Limited Class A Ordinary Shares,Industrials,,14763075.0,,,Other,18831300.0
EVOK,"Evoke Pharma, Inc.",Health Care,PHARMACEUTICAL PREPARATIONS,18670913.56,2834.0,PHARMACEUTICAL PREPARATIONS,Pharmaceuticals,18825930.37
CCM,Concord Medical Services Holding Limited,Industrials,,17323474.77,,,Other,18756243.36
NINE,"Nine Energy Service, Inc.",Energy,"OIL & GAS FIELD SERVICES, NEC",19447560.5415,1389.0,"OIL & GAS FIELD SERVICES, NEC",Other,18745106.8497
ANGH,Anghami Inc. Ordinary Shares,Industrials,,19196603.44,,,Other,18708327.464
GFAI,"Guardforce AI Co., Limited Ordinary Shares",Industrials,,16802623.53,,,Other,18681462.3429
OSRH,"OSR Holdings, Inc. Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,17431823.052,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,18533185.6572
ADGM,"Adagio Medical Holdings, Inc Common Stock",Health Care,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,17790895.08,3841.0,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,Other,18532182.375
RBOT,Vicarious Surgical Inc.,Health Care,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",17614827.47,3842.0,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",Other,18531584.29
